Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary,Video_id,Embed_code
20,ALL 미드 바꿨더니 우승팀 돼버린 김민교팀,튜브김민교,https://www.youtube.com/watch?v=lh3-Qi0Vvzw,https://www.youtube.com/channel/UCBA9XaL5wCdHnC5EmEzwrqw,433440,2767,https://img.youtube.com/vi/lh3-Qi0Vvzw/hqdefault.jpg,PT22M49S,"비즈니스 문의 : creators@iambrand.co.kr

#리그오브레전드 #ALL",우리 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀 바텀,lh3-Qi0Vvzw,https://www.youtube.com/embed/lh3-Qi0Vvzw
20,로블록스인데 미스터비스트 입니다,꽥,https://www.youtube.com/watch?v=8U67jOv-y18,https://www.youtube.com/channel/UCVZ0SJNurJAv-6hV5VEGB2A,90845,9974,https://img.youtube.com/vi/8U67jOv-y18/hqdefault.jpg,PT36S,.,미스터 비스트의 독특한 도전들 중 세 가지를 로블록스에서 제언해 보려고 합니다 좋아요 버튼을 누르고 함께이 보험에 참여해 주세요 미스터 비스트의 가장 높은 조회를 기록한 영상인 오징어 게임 영상에서 유리다리 건너기를 해 보도록 하겠습니다 오징어 게임 영상에서 유리다리 건너기를 해 보도록 하겠습니다 두 번째 장면 이건 믿을 수 없을 정도로 신기한데요 도리 ,8U67jOv-y18,https://www.youtube.com/embed/8U67jOv-y18
20,안싸워주고 상대 넥서스만 계속 부수면서 도망다니기ㅋㅋ,[ALTUBE] 김성현TV,https://www.youtube.com/watch?v=EIpBoSaISYA,https://www.youtube.com/channel/UCOTJtP0Z9DjpPU43B5m1V6A,119188,1308,https://img.youtube.com/vi/EIpBoSaISYA/hqdefault.jpg,PT49M26S,"스타크래프트 테란 STX전프로 ★알파고★김성현의 공식채널입니다:D
#알튜브 #알파고 #김성현 #스타 #스타크래프트 #starcraft

* 해당 게임은 23.11.26 생방송에서 진행됐습니다.
1편 링크 : https://youtu.be/YGFiJgd0y2I
2편 링크 : https://youtu.be/pbslZ1OjRn4

* 타임 스탬프
00:00 안내사항 및 전편 요약
00:43 매치 3
15:29 매치 4
33:13 매치 5

※ 아프리카 방송국 주소 : http://www.afreecatv.com/rlatjdgus228
--------------------
- 오프닝
Music provided by 브금대통령
Track : 비 내리는 포장마차 - https://youtu.be/NKaNFZM1ing

- 매치 3 종료 후
Music provided by 브금대통령
Track : 곰곰이 생각해보니 내가 곰이네 - https://youtu.be/bHYHYcBzI7Y

- 매치 4 종료 후
Music provided by 브금대통령
Track : 오히려 좋아 - https://youtu.be/NM0Hlcn-Wh4

- 매치 5 종료 후
Music provided by 브금대통령
Track : 무념무상 - https://youtu.be/QCzKrlZCtpg

- 엔딩
Music provided by 브금대통령
Track : A Bit Tricky - https://youtu.be/jBqESgW0XJ4",상대가 질럿이 많을 수 있기 때문에 수비를 잘 해줘야 될 것 같다. 그리고 상대가 공격을 받을 가능성도 있기 때문에 수비를 잘 해줘야 될 것 같다. 그리고 상대가 공격을 받을 가능성도 있기 때문에 수비를 잘 해줘야 될 것 같다.,EIpBoSaISYA,https://www.youtube.com/embed/EIpBoSaISYA
20,리니지m 암흑기사 클체완료 씹사기 죠씁니다,카즈야,https://www.youtube.com/watch?v=JQ3h6jiA9E4,https://www.youtube.com/channel/UCjeNm1S9eh3E64YhadmEwNg,68392,1315,https://img.youtube.com/vi/JQ3h6jiA9E4/hqdefault.jpg,PT4H17M36S,"#리니지m #플레이포커 
앞으로 열심히 하겠습니다 !
구독과 좋아요는 사랑입니다. 감사합니다 ↓↓더보기 클릭↓↓

→카즈야 투네이션 후원주소 : https://toon.at/donate/637400869139332813

→팬클럽 가입 : https://www.youtube.com/channel/UCjeNm1S9eh3E64YhadmEwNg/join

카즈야 광고문의 : 카톡 kzy8585",리니지엠 하는 사람들은 스킬이 잘 안 보이는데 아이템을 잘 안 쓰는 것 같아 스킬을 좀 더 잘 써야 될 것 같다.,JQ3h6jiA9E4,https://www.youtube.com/embed/JQ3h6jiA9E4
20,어깨 잔뜩 올라간 오세블리? 오늘 팀장이 바뀝니다..오팀장 강등 방어전!! [23.11.30 #3],MUTUBE 풀영상,https://www.youtube.com/watch?v=Nuh2mH6a0jU,https://www.youtube.com/channel/UCP-KRZsIkIqww2jIdrciu2g,46714,554,https://img.youtube.com/vi/Nuh2mH6a0jU/hqdefault.jpg,PT1H39M35S,"★ 봉준 공식 네이버 카페 https://cafe.naver.com/moomoo

와꾸대장봉준의 풀영상채널입니다!!
생방에서 보셨던 다양한 풀영상들을 한눈에-!

★구독+좋아요+알람을 해주시면 따랑해연!★

0:00 유은 등장
3:27 오세블리 팀장 등장
7:07 팀장 후보들 등장
18:15 후보1 단아냥
19:20 전설의 PPT
34:52 후보2 이채이
41:10 현팀장 오세블리
58:40 최후의 5분
1:10:34 투표결과
1:12:05 반전
1:27:15 무엔터 멤버 투표결과",방송을 안 본 사람들이 많아서 여자 팀장을 한 명만 뽑으려고 했는데 갑자기 오세블리 씨가 들어와서 갑자기 갑자기 무슨 말을 했냐고 물었다. 그래서 알겠다고 했다. 그리고 제가 한 번도 안 해본 여자 BJ를 한 명 뽑겠다고 했는데 갑자기 갑자기 한 명 밖에 안 뽑았다고 했다.,Nuh2mH6a0jU,https://www.youtube.com/embed/Nuh2mH6a0jU
20,23.11.30(목) 【 인피쉰 생방송 다시보기 】 스타 빨무 스타크래프트 Starcraft,인피쉰,https://www.youtube.com/watch?v=zS--xwjn1SA,https://www.youtube.com/channel/UC-okJdotaXPlzivRzHFqzuA,103418,4553,https://img.youtube.com/vi/zS--xwjn1SA/hqdefault.jpg,PT5H59M58S,"#스타크래프트 #빨무 #스타 #빠른무한 #인피쉰 #starcraft #infishin

안녕하세요🙂

스타크래프트 빠른무한 방송하는 인피쉰 입니다.

YOUTUBE & 아프리카 동시 생방송 중이며,

생방송 시간대는: 오후 20:00 ~ 새벽 1:00 입니다.

휴방일: 화요일 & 토요일 입니다.

✔️ 광고 문의: infishinmanager@gmail.com

✔️인피쉰 인스타: infishin_yjh

✔️인피쉰 채널 VIP 멤버쉽 가입: https://www.youtube.com/channel/UC-okJdotaXPlzivRzHFqzuA/join

✔️ 인피쉰 투네이션 주소: https://toon.at/donate/636775214101966302

✔️ 시청하고 계신 영상은 신차연구소 카랩 배너 광고를 포함하고 있습니다.",우리 팀이 상대적으로 더 많이 나올 것 같은데 빌드가 별로 안 좋아 일단 물량을 좀 더 주면서 운영을 들어가야 될 것 같아요 그리고 최대한 천천히 하면서 최대한 빨리 가야 될 것 같아요 그리고 빌드를 꼭 써야 되는 이유가 있냐고 물었다.,zS--xwjn1SA,https://www.youtube.com/embed/zS--xwjn1SA
20,🔴[리니지M 11월 30일] .  #리니지m #리니지2m #홀덤 #天堂M,빅보스,https://www.youtube.com/watch?v=Jc84AVa18S4,https://www.youtube.com/channel/UCTLIq9jl-pb_ojAZZtoGaOQ,54323,1246,https://img.youtube.com/vi/Jc84AVa18S4/hqdefault.jpg,PT2H32M11S,"알람 설정 꼭 부탁드려요^__^

- 빅보스 카카오톡 (컨텐츠문의) ▶️ bigboss122
- 광고(프로모션 문의) 카카오톡 ▶️ FM7777 
                                          E-MAIL ▶️ FM7777@FANDOMMAKE.COM

- 빅보스 투네이션 링크 ▶️ https://toon.at/donate/bigboss122
- 빅보스 멤버쉽 가입 링크 ▶️ https://www.youtube.com/channel/UCTLIq9jl-pb_ojAZZtoGaOQ/join
- 빅보스 아프리카tv ▶️ http://bj.afreecatv.com/zozi100


-해당 영상에는 간접광고가 포함되어있습니다-

브금대통령
https://www.youtube.com/user/GwooA

NoCopyrightSounds / NCS -
https://youtube.com/NoCopyrightSounds
https://soundcloud.com/nocopyrightsounds
https://instagram.com/nocopyrightsounds
https://facebook.com/NoCopyrightSounds
https://twitter.com/NCSounds

Follow Monstercat
Spotify: https://monster.cat/2biZbkd
Apple: https://apple.co/2xiKWTO
Facebook: https://facebook.com/monstercat
Twitter: https://twitter.com/monstercat
Instagram: https://instagram.com/monstercat

Track : Black Comedy
Music by 브금대통령
Music provided by 브금대통령
Watch : https://youtu.be/gHlSF3VpB9U

1.
Dayz Musiq - Dance with me
Sound Cloud : https://soundcloud.com/dayz-music-687...
Youtube Channel : http://bit.ly/30gsxpH
Instagram : https://www.instagram.com/dayzmusiq/
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/jnbcGBvYPyo

2.
Promise Me by PYC Music https://soundcloud.com/pycmusic
Creative Commons — Attribution-NoDerivs 3.0 Unported — CC BY-ND 3.0 
Free Download / Stream: https://bit.ly/pyc-promise-me
Music promoted by Audio Library https://youtu.be/kxygwruwK3k 
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/jnbcGBvYPyo

3.
I Wonder by PYC Music https://soundcloud.com/pycmusic
Creative Commons — Attribution-NoDerivs 3.0 Unported  — CC BY-ND 3.0 
Free Download / Stream: http://bit.ly/2QWvgU8
Music promoted by Audio Library https://youtu.be/Gqt2iSKP3Ck
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/jnbcGBvYPyo

4.
Song: RYYZN - Secrets
Free Download: https://bit.ly/31guAfo
Spotify: https://spoti.fi/2U6jHcT
Youtube: https://www.youtube.com/ryyzn
Soundcloud: https://soundcloud.com/ryyzn
Facebook: https://www.facebook.com/RYYZN/
Instagram: https://www.instagram.com/weareryyzn/
Twitter: https://twitter.com/weareryyzn
TikTok: https://www.tiktok.com/@weareryyzn  
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/pow3IFAemK8

5.
Song: Dylan Emmet - Some Things Don't Change
Link: https://youtu.be/kgLDlh45fbI
Music promoted by FreeMusicWave.
Download : https://www.toneden.io/byebyecopyrigh...
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/pow3IFAemK8

6.
Nadro & Timmy Commerford - Tropical Love
Tropical Love by Nadro & Timmy Commerford https://soundcloud.com/lacunarecs
Music released by Lacuna https://youtu.be/9LYY1X8tAYI
Free Download / Stream: https://bit.ly/tropical-love
Music promoted by Audio Library https: https://youtu.be/d39uyInnXa0
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/pow3IFAemK8
Song : Raul - WISH
Follow Artist : https://bit.ly/2UNsCT3
Music promoted by DayDreamSound : https://youtu.be/cVcxVClZS1o
#리니지W #불도그 #홀덤",형들 구독 버튼 한번 눌러 달라고 했다. 형들 구독 버튼 눌러 달라고 했다. 형들 구독 안 하면 뭐 하냐고 물어 봤을 때 90 이상 나올 것 같다고 했다. 그래서 나는 그냥 아무 때나 방송을 키고 싶다. 그래서 그렇게 했다. 그래서 나는 그냥 아무 때나 방송을 키고 싶다. 그래서 그렇게 했다. 그래서 나는 투사가 너무 재미있는데 ,Jc84AVa18S4,https://www.youtube.com/embed/Jc84AVa18S4
20,[ 11. 30 live ] 리니지m 빛소닉 케릭 가져왔습니다. [ 불도그 수삼 ],수삼티비,https://www.youtube.com/watch?v=u63DhSbDGuM,https://www.youtube.com/channel/UCLi7ULqlbpBLA1PkOE4QlKw,76584,1540,https://img.youtube.com/vi/u63DhSbDGuM/hqdefault.jpg,PT3H32M33S,"#리니지W #리니지M 
수삼티비 투네이션
https://toon.at/donate/soo3soo3

https://toon.at/donate/soo3soo3

수삼티비 멤버십 가입하기
▶https://www.youtube.com/channel/UCLi7​...

 ▶ 광고 문의 : 카카오톡: FM7777 ◀
 E-MAIL: FM7777@FANDOMMAKE.COM

#리니지w #홀덤 #수삼 #天堂M大補帖  #리니지m #리니지2m #불도그 #똘끼 #주식 #이문주 #사또 #난닝구",리니지 자체적으로 렉이 심하다고 생각해서 계정을 정리하고 계정을 a 팀으로 넘겨 올 것이다. 그리고 계정을 정리하고 돈을 주면 계정을 다시 만들 수 있다.,u63DhSbDGuM,https://www.youtube.com/embed/u63DhSbDGuM
20,천상계 비제이들 상대로 1대3 원맨쇼 양학하는 너구리 ㄷㄷ,백크 Baekk,https://www.youtube.com/watch?v=8VsVCcVpZjQ,https://www.youtube.com/channel/UCugNO83_V7xZLzCsjpABGeg,430299,2357,https://img.youtube.com/vi/8VsVCcVpZjQ/hqdefault.jpg,PT24M20S,"백크 멤버십에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCugNO83_V7xZLzCsjpABGeg/join

모든 문의사항은 bkh173999@gmail.com",나 혼자 있으면 킬 좀 해 볼까 하다가 그냥 패스 하고 넘어 갈 것 같아 그냥 패스 하고 싶다 아 진짜 너무 좋아 나 진짜 죽을 것 같아 너무 좋아 그냥 패스 하고 싶다 아 진짜 너무 좋아 나 진짜 죽을 것 같아 너무 좋아 그냥 패스 하고 싶다 아 진짜 너무 좋아 나 진짜 너무 좋아 너무 좋아 너무 좋아 너무 좋아 ,8VsVCcVpZjQ,https://www.youtube.com/embed/8VsVCcVpZjQ
20,용모상박,PAKA,https://www.youtube.com/watch?v=l6-0y6oe_fg,https://www.youtube.com/channel/UCJpAwvQaZyCI5spAz7tipGA,527316,4396,https://img.youtube.com/vi/l6-0y6oe_fg/hqdefault.jpg,PT22M14S,"파카 생방송:  https://www.twitch.tv/paka9999


파카 이메일 - soninuki@gmail.com",탑 티모 게임 길이별 승률 3위 오서은 1위 1위는 우리 팀 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬 킬,l6-0y6oe_fg,https://www.youtube.com/embed/l6-0y6oe_fg
