Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary,Video_id,Embed_code
10,남매들 1부 🎙️ | AKMU 모두의 남매 뭐든 해 EP.5,AKMU,https://www.youtube.com/watch?v=mdorfPpv-Zs,https://www.youtube.com/channel/UCIcXK1CI8URMIqNO_1cehiQ,585672,19254,https://img.youtube.com/vi/mdorfPpv-Zs/hqdefault.jpg,PT24M19S,"#AKMU #악뮤 #LEECHANHYUK #이찬혁 #LEESUHYUN #이수현 #최성민 #YENA #조나단 #파트리샤 #땡깡 #진절미 #모두의남매뭐든해 #SiblingsNextDoor #EP5 #YG

More about AKMU @
http://www.yg-akmu.com/
http://www.youtube.com/@AKMU
http://www.instagram.com/akmuofficial
http://www.tiktok.com/@akmu
https://www.facebook.com/officialAKMU
http://twitter.com/ygent_official",우리 오빠들이 대한민국 대표 남매로 기준을 정해 보려고 합니다 우리 오빠들이 세상을 먼저 경험한 것이 도합 10년인데 우리가 어떻게 보면 더 좋은 콘텐츠를 선택할 수 있는지 질문을 하겠습니다 우리가 어떻게 생각하는지 질문을 하겠습니다 우리가 어떻게 생각하는지 질문을 하겠습니다 우리가 어떻게 생각하는지 질문을 하겠습니다 우리가 어떻게 생각하는지 질문을 하겠습니다 우리가 어떻게 생각,mdorfPpv-Zs,https://www.youtube.com/embed/mdorfPpv-Zs
24,"진짜로 모여버린 강약약약 파김치갱.. ""확 담가버릴까요?"" (feat. 빠니보틀, 곽튜브, 키드밀리) [라면꼰대5] EP.04",the BOB studio | 더 밥 스튜디오,https://www.youtube.com/watch?v=LJrI1BAEZKw,https://www.youtube.com/channel/UCgiO7Kxib0SZEG0DoeuBkdQ,668241,10333,https://img.youtube.com/vi/LJrI1BAEZKw/hqdefault.jpg,PT38M52S,"문제: bts 블랙핑크 파김치갱 let's go 에서 빠져야 할 것은?
정답: let's go

파김치갱..출범과 동시에 월클 라인으로⁉
신생 맛집(?) 갱 출범식에 오신 여러분을 환영합니다..


[라면꼰대 시즌5]
📌 더 다채로운 라면의 숨결을 찾아서...
📌 매주 (화) 오후 6시 공개

00:00 진짜로 모여버린 파김치갱
01:59 예상을 벗어난 크루원들의 등장 
05:28 기정사실화 되어있던 소속감
11:23 감투 욕심
17:46 무기 증정식
22:11 갱스럽게 거리를 누비며 클럽으로
25:02 어디 김치 한번 담가봐?!
31:28 어디라도 진출하는 파김치갱
34:50 네가 행복하다면 됐어..
38:18 적진을 기습하고 훈련받는 파김치갱!

🥘 본 영상은 두찜의 유료 광고를 포함하고 있습니다 🥘

더밥스튜디오 구독하기 👉 @thebobstudioofficial  
#THEBOB #더밥스튜디오 #라면꼰대 #라면꼰대5",우리가 어떻게 하면 더 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 같아 우리가 이렇게 하는 것이 좋은 것 ,LJrI1BAEZKw,https://www.youtube.com/embed/LJrI1BAEZKw
24,＂어떻게 이렇게 노래를...!＂ 규현에게 최고의 감동을 선사해 준 순수 그 자체의 무대🎻 68호 가수의 '미운오리새끼'｜싱어게인3｜JTBC 231130 방송 외,JTBC Voyage,https://www.youtube.com/watch?v=f8fUpmZRshY,https://www.youtube.com/channel/UCF3UEVPt5zZTlBVJwDG317g,397509,5636,https://img.youtube.com/vi/f8fUpmZRshY/hqdefault.jpg,PT8M21S,"01:00  68호 가수 - 미운오리새끼

#싱어게인3 #미운오리새끼


[JTBC봐야지] 구독하기☞  https://url.kr/q9raxe
------------------------------------------------------
📌영상 속 프로그램은?

【싱어게인3】
http://tv.jtbc.co.kr/singagain3
------------------------------------------------------",68호 가수는 노래를 할 때 감정을 꾸밀 줄도 모르고 감정의 이동이 너무 잔잔하고 고요해서 느껴지는 게 아니라 스며 드는 순수한 사람이다.,f8fUpmZRshY,https://www.youtube.com/embed/f8fUpmZRshY
10,TAEYEON 태연 'To. X' MV,SMTOWN,https://www.youtube.com/watch?v=5_n6t9G2TUQ,https://www.youtube.com/channel/UCEf_Bc-KVd7onSeifS3py9g,1863465,170072,https://img.youtube.com/vi/5_n6t9G2TUQ/hqdefault.jpg,PT2M58S,"TAEYEON's 5th mini album ""To. X"" is out! 
Listen and download on your favorite platform: https://TAEYEON.lnk.to/To.X

[Tracklist] 
01 To. X
02 Melt Away
03 Burn It Down
04 악몽 (Nightmare)
05 All For Nothing
06 Fabulous

TAEYEON Official 
https://www.youtube.com/taeyeonofficial
https://www.instagram.com/taeyeon.smofficial/
https://twitter.com/TAEYEONsmtown
https://www.facebook.com/TAEYEON.smofficial/

#태연 #TAEYEON 
#ToX #TAEYEONToX
#소녀시대 #GirlsGeneration
TAEYEON 태연 'To. X' MV ℗ SM Entertainment",To. X 그 좋아하던 립스틱 싫단 말에 버린 널 좋아했던 만큼 다 맞추려 했지만 내 일기가 재미없어진 이유 내가 없어진 나의 매일들은 허전해 좀 이상해 왜 둘 사이에 너만 너만 보이는 걸까 난 까다롭고 힘든 아이라 그런 피곤한 생각만 한대 오늘 나눈 문자 속에 새로 산 티셔츠 그 얘기뿐이야 이제야 난 알 것,5_n6t9G2TUQ,https://www.youtube.com/embed/5_n6t9G2TUQ
22,요요 제대로 온 해성이... 훠궈 무한리필 해주기!!!,배말랭,https://www.youtube.com/watch?v=4YkGdV8jlHQ,https://www.youtube.com/channel/UCZ1wYQHk1yVle18u8FA8AvA,324387,5025,https://img.youtube.com/vi/4YkGdV8jlHQ/hqdefault.jpg,PT8M44S,"비즈니스 및 각종 문의 : baemalraeng@sandbox.co.kr

인스타그램 : https://www.instagram.com/baebae_geonwoo
페이스북: https://www.facebook.com/baemalrang

#배말랭 #배씨표류기 #베란다원룸 #자취 #생존",하이디라오의 가장 중요한 포인트는 손으로 직접 늘리는 수타면이다. 그래서 집에서 직접 만들어 먹기로 했다. 이렇게 반죽해서 뚜껑을 덮어서 숙성을 시키고 다시 한번 반죽을 한다. 이렇게 해서 완성했다. 이렇게 해서 완성했다. 아 진짜 맛있다 고기 한번 먹어보자 고기가 진짜 맛있다 고기가 진짜 맛있다 고기가 진짜 맛있다 고기가 진짜 맛있다 고기가 진짜 ,4YkGdV8jlHQ,https://www.youtube.com/embed/4YkGdV8jlHQ
22,✈️재영아 한국으로 다시 돌아갈래?  [후쿠오카 여행 1화],오늘의 주우재,https://www.youtube.com/watch?v=3pG8Sp4gcKc,https://www.youtube.com/channel/UCw-kXdzxMdMdLNI0ZlFFbmA,348901,6700,https://img.youtube.com/vi/3pG8Sp4gcKc/hqdefault.jpg,PT21M51S,"여러분 걱정마세요 아직은 저희 친합니다

🧦인스타 https://bit.ly/3rrs0hN
✏️네이버 카페 https://bit.ly/2PCIO7C
 

#주우재 #김재영 #브이로그 
Copyright ⓒ 2023 Studio Episode - All Rights Reserved",여행을 가면 옷을 많이 가져가는 것은 의미가 없고 옷을 많이 가져가는 것은 여행의 개념이 좀 다른 것 같아 쇼핑을 할 때 옷을 하나 사면 좋겠다고 생각한다.,3pG8Sp4gcKc,https://www.youtube.com/embed/3pG8Sp4gcKc
24,[#습콕📌] 철저한 준비에 그렇지 못한 입담 아슬아슬 김승수 소개팅💕 #미운우리새끼 #MyLittleOldBoy #SBSenter,SBS Entertainment,https://www.youtube.com/watch?v=fUumL5J3fyk,https://www.youtube.com/channel/UCmjNKt6kITwaZTqvWuaSPLg,672253,5823,https://img.youtube.com/vi/fUumL5J3fyk/hqdefault.jpg,PT38M2S,"#김승수 #서장훈

▶ Homepage : https://www.sbs.co.kr/tv/enter
▶ Subscribe SBS Entertainment : https://bit.ly/2SpOhMC

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",우리 아들이 좋아하는 음식이 있냐고 묻자 와인을 좋아하는 것 같다고 말했다.,fUumL5J3fyk,https://www.youtube.com/embed/fUumL5J3fyk
24,＂경연 프로 그만 나오세요＂ 임재범이 평가 보이콧(?) 선언한 실력자! 27호 가수의 'Make Up'｜싱어게인3｜JTBC 231130 방송 외,JTBC Voyage,https://www.youtube.com/watch?v=jhu5mHXRFWw,https://www.youtube.com/channel/UCF3UEVPt5zZTlBVJwDG317g,607707,7755,https://img.youtube.com/vi/jhu5mHXRFWw/hqdefault.jpg,PT9M32S,"01:45  27호 가수 - Make Up

#싱어게인3 #makeup


[JTBC봐야지] 구독하기☞  https://url.kr/q9raxe
------------------------------------------------------
📌영상 속 프로그램은?

【싱어게인3】
http://tv.jtbc.co.kr/singagain3
------------------------------------------------------",노래를 처음 시작하고 계속 흐르는 동안에 선입견을 가지고 계속 지켜봤는데 너무 잘하셔서 감사하다고 말했다.,jhu5mHXRFWw,https://www.youtube.com/embed/jhu5mHXRFWw
24,유승호X뷔 런닝맨 특급 만남 성사 기념 비하인드 인터뷰💜💛 #런닝맨 #RunningMan | SBSNOW,SBS NOW / SBS 공식 채널,https://www.youtube.com/watch?v=7HyVai4lDU4,https://www.youtube.com/channel/UCcOYEm78CpaZQvPE6LtoSeA,322371,22808,https://img.youtube.com/vi/7HyVai4lDU4/hqdefault.jpg,PT5M55S,"SBS '런닝맨' 
☞ [일] 오후 6시 15분 

#런닝맨 #RunningMan #유승호 #뷔 #V #BTS #비하인드인터뷰 #타짜특집

▶ Subscribe NOW! SBS NOW!  https://bit.ly/2YRf9Kn
▶ Homepage :  https://programs.sbs.co.kr/enter/runningman/
▶ Facebook :  https://www.facebook.com/sbsnow/
▶ Instagram : https://www.instagram.com/sbsnow_insta/

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",방탄 소년단의 노래 중 런닝맨 최 멤버가 아직도 하아 님인지 묻자 양세찬 형님으로 바뀌었다고 답했다.,7HyVai4lDU4,https://www.youtube.com/embed/7HyVai4lDU4
24,‼️비상‼️ 은우네 집에 빵꾸가 생겼어요😲 [슈돌 유튜브] KBS 231128 방송,KBS 슈퍼맨이 돌아왔다,https://www.youtube.com/watch?v=b1yPpcCQ9qA,https://www.youtube.com/channel/UCHI--ogXohWxjI0MecO-xUA,537612,10320,https://img.youtube.com/vi/b1yPpcCQ9qA/hqdefault.jpg,PT23M32S,"매주 화요일 오후 8시 30분
아이들이 태어나 처음으로 마주하는 히어로 ‘슈퍼맨’의 육아 도전기
KBS 2TV 💙슈퍼맨이 돌아왔다💙

─
👶👧🧒이모  땀촌들🙋 ♀🙋 ♂
✅구독과 좋아요👍
✅알림 설정까지🔔꾸~욱 눌러주세요

#슈돌 #슈퍼맨이돌아왔다 #thereturnofsuperman  #김준호 #김은우 #김정우",은우가 화장실을 편하게 생각하길 바라는 마음을 담아 은우 전형 핑크 화장실을 만들어 줬는데 잘 하려고 하는 것 같아 아빠가 좋아 하는 것 같아 나도 같이 먹어 볼까 하고 생각을 했다.,b1yPpcCQ9qA,https://www.youtube.com/embed/b1yPpcCQ9qA
