Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary
24,"비질란테 명장면, 유지태: 무릎 꿇어 주십시오. 살려는 드릴게",짧은무비,https://www.youtube.com/watch?v=KcJHA5TODoM,https://www.youtube.com/channel/UC3IED80qDRz9Jmc76EJW8vg,1503799,14879,https://img.youtube.com/vi/KcJHA5TODoM/hqdefault.jpg,PT33S,"#shorts #비질란테 #유지태 #드라마 #짧은무비

드라마 '비질란테'는 디즈니플러스에서 시청 가능합니다.

저작권 허가를 받아 제작된 영상입니다.",경찰은 그 자리에 그대로 무릎 꿇어 주십시오 Ah 경찰은 그 자리에 그대로 무릎 꿇어 주십시오 Ah 경찰은 그 자리에 그대로 무릎 꿇어 주십시오 Ah 경찰은 경찰이다 Ah 경찰은 경찰이다
22,잼버리,사우스 코리안 파크 South Korean Park,https://www.youtube.com/watch?v=yzcuMICYe14,https://www.youtube.com/channel/UCM5Ij_HwT8V6xPT9cRBFjJw,1060773,31620,https://img.youtube.com/vi/yzcuMICYe14/hqdefault.jpg,PT2M19S,"★★★★★★★★★★★★★★★★★★★★★
                                                                            
          손정혁 님
          Dohn Joe 님
          정영일 님
          김거유 님
          아르노피부과 님
          오르가즘선물은섹슈얼스토어언시크릿앱다운 님
          야너두잘할수있어19금소셜커뮤니티언시크릿앱 님
          혁이 등급 멤버십 가입 감사합니다!!!
                                                                             
★★★★★★★★★★★★★★★★★★★★★




★ Yongseok Choi, 솔이끼 Sol E – Ki, 표류된느낌, 밍선하 (Ming's Life) ★

★ Joonho Yun, 버터푸딩, 야레코TV[야매레이싱코치], 호타치, 깐돌애비 ★

★ 박형준, 어드밴처치르노, ᄋᄋ, 정육왕권, 존나빨간사춘기, JangYun ★

★ 한영, MangGo, 권나운, Taewoo Kim, JAEHWAN Kim ★

★ 마술가게 칼리형, Berserker Game tv, Maximus, 한패닉, 폭스킹 ★

★ 김치찌개 먹고싶다, Michael Kyung Hyun Ju, 정승언, thd ★

★ 김상훈, nij, 민수네 (주 nutty) 님 로봇 등급 멤버십 가입 감사합니다! ★




지니창, 오선택, 커피, 김연규, 김현석, 생쥐찬, 잡개봉sin, KY Chung, McCummi, 방구향기, al, 콜린토니, 실리, 공기맛금귤, 정민균, 귀순자, 침묵양, 000 000, 엉덩궁둥, 우몽, Caleb Oh, 정동찬, 기면채, 귀여운늑댕, 운디네, 박민성, 홍윤기, 프랜쉽, 양희석, Jin Jin, 1분과학, 김치라면, 박진성, 속도왜건, 유재선, 미누, 잠만보, 정세일, 문광식, 빈배, 내가그린그리그림, 스윗그잡체, 백설, 이세미, 김영빈, hagapaya, 아리아리랑, Bright East L, 태현, Jae Han,  도망쳐정국아, 공감이별건강, 서리풀맛집, 음장어,  , etoilee nuit, 제주갈치(J2_G_C), 유지민, Ham Geon, 에더우, 맛있는로제찜닭, 신노을, 닉값하는 악독도요, 얄타리, 양정훈, Lex, 박시우, 마레플로스 (Mare Flos), Yayuyon, 김청아, 예재윤, 제이메인, K동익, ARIKA, 리루나, 사진찍는보디빌더루플라, 현우 유, ㅇㅈㅇ, 곱게자란자식, 거친숫컷, 조민혁, 박정우, 팡세, 푸헹, 공태훈, 대광고 이청현, 킁킁이, donghyun Lim, 박민석, 미끼, 동동국수, Steven Scanlon, 촉촉감쟈, jm Shim, 킬리안 음바페, 이안, 이뢰혁, Violet Crown, 마계극단, 공빵, LEE JAE HOON, 품앗이, 야구맛홈런볼, 정다배기, 짱가, Antares Black, 성관철, 신태일99번째계정, Jooyoung Kim, Mr. KIM, 이은채, 지지합니다, 서카니요, ㅎㄹ, 도롱뇽, L, 조랭이, 웡둥이, 기다림의비, 마우스필, [벤티칼게임즈 𝑭𝒆𝒏𝒕𝒊𝒄𝒂𝒍𝑮𝑨𝑴𝑬𝑺] - 지메채널, 신민수, 밍봉, 락톨, Jay Kim, 고양이는멍멍울어, 박씨, 다니엘시원, 포카칩, 심명보, 제호.7, 효송, 최해솔, JUNES 준수, 함호건, mental iReyZeR, 한번 병신은영원한 병신, 주지연, 타르가르옌, 마리스, 딸기감자탕돈까스, 얼굴온난화상태, GH Min, 보라, Joseph Lee, 현진 이, 왕감자, 킹 아이스크림 슨, Alex Kim, 아우으, 염경민, 김민성(haemi), 김근호, 스누그, 찌밍갱, 최혁진, 원딜왕자 김동현, 파니파파, 야호, 물살루트 불살루트, 곽태근, 귤빵, 이류설, 상겨자, Roy, 김정우, Poker03, 서울대학교 전기정보공학과 23학번 일동, 플누리, 이사랑, 멩멩이, 유냥, 김요한, Hyemi Jeong, ㅇㄹㅋ, 이원준, 오미누기, NPC, 리무김, 정희진, 전인배, 강시우, 김동효, 김민준, 놀란스티브, 짭죠, 인데르나 님 서준이 등급 멤버십 가입 감사합니다!",프로그램 진행 도중 호흡곤란이나 발작 또는 정신적 육체적 부담으로 인한 임명 피해가 발생하더라도 그 책임은 프로그램 참여자 측 이하을에 귀속되어 주차 측에 어떠한 법적 효력도 발생시키지 않은 것에 동의하십니까 라고 한다.
22,북한사람이 남한에 와서도 참지 못한 바로 '그 짓' #사랑의불시착,숏캉스,https://www.youtube.com/watch?v=A8ib19J4YTw,https://www.youtube.com/channel/UCwTYydeHYRVN1K544Vbn4lA,893758,20193,https://img.youtube.com/vi/A8ib19J4YTw/hqdefault.jpg,PT58S,#shorts #사랑의불시착 #현빈 #손예진 #서지혜 #김정현 #황우슬혜,세리가 깨어난 소식에 달려오는 중대원들 침대에 있는 도청장치를 떼는데 무슨 일이 생겨 먹 갈지 걱정이 돼서 다양한 정을 입수하게 된다 
1,조선시대 양반집 아씨가 23년도 현대 서울로 시간이동해 거지로 살아간다?ㅠ 하지만 그녀는 천재디자이너의 재능을 가졌다! [열녀박씨 계약결혼뎐],고몽,https://www.youtube.com/watch?v=wgUpBRYj8oo,https://www.youtube.com/channel/UCpcft4FJXgUjnxWoQYsl7Ug,2257761,14678,https://img.youtube.com/vi/wgUpBRYj8oo/hqdefault.jpg,PT49M39S,"MBC [열녀박씨 계약결혼뎐] 1-2회를 다루고 있습니다.
이 영상은 MBC의 저작권 허가를 받고 제작,업로드 되었습니다. 
#유료광고 #열녀박씨계약결혼뎐 #금토오후9시50분",연우는 자신이 하고 싶은 일을 하며 살고 싶었지만 조선을 떠나 자유롭게 살고 싶었지만 연우는 자신이 만든 옷이 발각되면서 도망자 신세가 되었다 연우는 도망친 자들을 못 보고 도망쳤다 다시 도망쳤다
24,"겨울 3대장 : 눈, 크리스마스, 그리고 방어 (feat. 대한민국 축제 총정리) | 대표자 ep.12",ootb STUDIO,https://www.youtube.com/watch?v=VR6QMQI-vSs,https://www.youtube.com/channel/UCRmm8763aqO0CoeLCA2jNSA,653810,8750,https://img.youtube.com/vi/VR6QMQI-vSs/hqdefault.jpg,PT33M35S,"노는 게 제일 좋아~🐧🎶
우리나라 최고의 축제 부심 지역을 가리기 위해 7개 지역 대표자가 모였다

겨울 제철 제주방어축제부터 보령머드축제, 서울세계불꽃축제까지🎇🎆
축제에 관한 모든 것을 털었다!
과연 대한민국 최고의 축제 부심 지역은?

살아본 자들만 알 수 있는 지역 꿀팁을 담은
2023 본격 지역 부심 배틀 토크쇼

🇰🇷 지역을 대표하는 자들 [대표자]
🇰🇷 매주 화요일 오후 6시

#ootbSTUDIO #강현석 #나선욱 #미르 #신규진 #오킹 #유희관 #홍상표 #대표자

평소 채소 안 먹는 아기 입맛 손!🙋‍♀️🙋‍♂️
한 알에 국내산 채소가 한가득
삼대오백 양배추&브로콜리&미나리 
30알 1박스 7,900원 초특가!
👉 https://bit.ly/3QSkKJq

※ 본 영상과 무관한 내용의 댓글과 제3자에 대한 무분별한 욕설, 조롱, 비난 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",충청도 사람들은 영화제에 가면 영화를 볼 때 슬픔이나 웃음을 적극적으로 표현하는데 영화제가 끝나면 부산 국제 코미디 페스티벌에 가서 영화를 보면 관객들이 많이 볼 수 있다.
22,같은 신발 10년 신었던 딸의 포효 #응답하라1988,숏스타,https://www.youtube.com/watch?v=MUg2K6M_Ots,https://www.youtube.com/channel/UC2KXAcRiWfZ0fl14cnoomiw,594424,10712,https://img.youtube.com/vi/MUg2K6M_Ots/hqdefault.jpg,PT1M,.,엄마 아빠가 친구 누구 만난다고 이때까지 안 나 우리한테 빌려줄 돈이 어디어 걱정하지 말고 밥에 나으라 진짜 내 신발이야 엄마니 고서 올라가면 새 운동 안나 사준다 주나 엄마 그럼 나 아티스트 버려도 돼 오해 아냐 오해 아냐 오해 아냐 오해 아냐 오해 아냐 오해 아냐 <extra_id_23>
23,도를 믿으십니까 퇴치법 ㅋㅋ #shorts #유머짤시리즈,김켈리 Kellyfornia,https://www.youtube.com/watch?v=XpVXGxOEK8c,https://www.youtube.com/channel/UCmjjgsm51PYMPf5REDylbSA,573302,30815,https://img.youtube.com/vi/XpVXGxOEK8c/hqdefault.jpg,PT28S,도를 믿으십니까 퇴치법 ㅋㅋㅋ,돌을 믿은 신나는 남자가 말을 걸었다 학생 등 뒤에 할아버지가 붙어 있다 난 사람을 골려 주려고 말을 걸었다 아 돌아가신 할아버지인데 죽은 사람을 업고 다니면 위험하다고 신경 쓰지 말라고 말했다
22,고마웠어 우리사위 #shorts,너두번본거야,https://www.youtube.com/watch?v=FVAjoBaF3KQ,https://www.youtube.com/channel/UCjseWPA2RRGtu0HftpNNp9A,593060,7895,https://img.youtube.com/vi/FVAjoBaF3KQ/hqdefault.jpg,PT47S,#드라마 #명장면 #신사의품격 #옛드  #장동건 #김하늘 #김정난,우리 사위 안 보고 살고 싶어 이 집은 죽는 날까지 고맙게 쓰다 돌려 줄게 장모님 덕분에 살찌 했어야죠 힘드신데 저녁은 신경 쓰지 마세요 다 늙고 사위 밥해 주기 힘들다고 제가 잘 할 거예요 고마워 사위 잘 살게 해줄게 고마워 사위 잘 살게 해줄게 고마워 사위 고마워 사위 
24,[SUB] '그'만 사랑하겠습니다 | EP.17 스위트홈2 이진욱&송강 | 살롱드립2,TEO 테오,https://www.youtube.com/watch?v=7B5UwngqBGg,https://www.youtube.com/channel/UC-uIpGINZDL-VIHQQzJW8jw,788016,19425,https://img.youtube.com/vi/7B5UwngqBGg/hqdefault.jpg,PT33M35S,"너무 스윗해서 녹아버릴 것 같아요..🫠
넷플릭스 ‘스위트홈2’ 이진욱&송강!

도연만 보인단 말이야🐎 도연 바라기인줄 알았던 송강과
3대 등장신 주인공에서 오늘부터는 낭만 고양이🐱, 아니 낭만가이 진욱!
누구 하나 거를 타선 없이 웃음x미모 유효타가 넘치다 못해 홈런이요~⚾
웃음을 욕망한다면 오늘도 살롱드립으로 오세홈💗

[살롱드립2] 매주 화요일 오후 6시 테오 유튜브에서 공개
#이진욱 #송강 #스위트홈2 #넷플릭스 #장도연 #살롱드립2 #SalonDrip #TEO #테오

*본 영상과 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다. (Hateful comments or indiscriminate swearing, criticism, and ridicule of the cast may be deleted without notice.)

*본 영상은 유료 광고를 포함하고 있습니다. (This video includes sponsored content.)",강이는 사람에 관한 책을 읽으면서 사람들에 대해 알게 되고 자기 자신에 대해 파악하게 되었다.
20,“사랑해” #패러디,근환TV,https://www.youtube.com/watch?v=h1KwuhDiAxg,https://www.youtube.com/channel/UCgq38gWaTm-APf2e78kfDpA,343721,11581,https://img.youtube.com/vi/h1KwuhDiAxg/hqdefault.jpg,PT1M1S,.,돈으로 좋은 사람 만날 수 있을까한테 계속 말을 못했지만 마지막으로 해주고 싶은 말이 있어 사랑해 돈으로 좋은 사람 만날 수 있을까한테 하고 싶은 말이 있어 사랑해 돈으로 좋은 사람 만날 수 있을까한테 하고 싶은 말이 있어 사랑해 
22,여자의 일생이란 #김뢰하,1분컷,https://www.youtube.com/watch?v=9HWxBLx6RWo,https://www.youtube.com/channel/UC1ocEweDNyLNUW74x7Pz3Jw,1051262,13516,https://img.youtube.com/vi/9HWxBLx6RWo/hqdefault.jpg,PT1M,#김뢰하 #카지노 #최민식 #이동휘 #모파상 #여자의일생,무기가 모르는게 너무 많아 수업을 아예 못 따라 옵니다 4학년인데 아직 한글도 잘 못 읽습니다 부모님이 집에서 좀에 글을 가르치셔서 있을 것이다 봐여 유 자 붙여 이의자 가시나 가시나들의 일생 막 가시나들이 사나 막 가시나들이 사나 막 가시나들이 사나 막 가시나들이 사나
10,"내 내일 바쁘다, 오늘 보자 #바람",낭만무비,https://www.youtube.com/watch?v=bWIjI9-4XWU,https://www.youtube.com/channel/UCwZZ6lDeJVJd5Ax_2u5f1bA,888530,10017,https://img.youtube.com/vi/bWIjI9-4XWU/hqdefault.jpg,PT58S,#shorts #바람 #정우 #손호준 #지승현,형님 친구 좀 만나러 왔는데 시비가 붙었는데 마들이 글 수가 많아 갈피가 있어 정상한 저 갈 피고 그러하면 안 돼 어디 있되 삐삐 쳐보겠습니다 형님 화실 없나 여기 있습니다 형님 가자 <extra_id_23>
22,봤네 봤어 #shorts,쇼츠보러갈래,https://www.youtube.com/watch?v=WrNxEnKfWwU,https://www.youtube.com/channel/UC0AetIy0fyqXkCzmx0jdcJw,1144877,20473,https://img.youtube.com/vi/WrNxEnKfWwU/hqdefault.jpg,PT56S,#스케치코미디 #개그 #드립 #웃기시네,샤워를 할 거면 문을 잠그고 노크를 하고 들어왔어야 하는데 문을 잠그고 노크를 하고 들어왔어야 했다.
1,"[서울의 봄] 보기전 필수💥실존인물 +실제역사, 12.12 반란 직후 결말까지 타임라인 총정리 | 황정민 정우성 이성민 김성균 김의성 박해준 정만식 정해인 이준혁 | 일큐육공",1q60 일큐육공,https://www.youtube.com/watch?v=_LtR2KA3yUk,https://www.youtube.com/channel/UCIh431O7x00rZke3oNBuRRA,1034505,12472,https://img.youtube.com/vi/_LtR2KA3yUk/hqdefault.jpg,PT13M1S,"영화 [서울의 봄] 12.12 군사반란 직후 결말까지 타임라인 총정리! 
예습 영상 + 복습까지 완벽 해설 일큐육공 수사팀 출동!

#전두환 #서울의봄 #영화리뷰 

서울경제신문 다큐 시리즈 - 1q60
▶구독하러 가기 @1q60_official",영화 서울의 봄은 박정희 대통령이 직접 챙기는 조직 하나회를 중심으로 반격을 준비하게 된다 전 씨는 정 씨에게 찾아가 자천 계획을 전했다 그의 말을 듣고 있던 김 씨는 그의 말을 그대로 전했다 그는 쿠데타에 협력하려 했다 한다 했다 한다 
24,🔴 ON AIR 2023 제44회 청룡영화상 생중계 🏆 | The 44rd Blue Dragon Film Awards,KBS Kpop,https://www.youtube.com/watch?v=b7aTQXpGsOU,https://www.youtube.com/channel/UCeLPm9yH_a_QH8n6445G-Ow,1056295,16679,https://img.youtube.com/vi/b7aTQXpGsOU/hqdefault.jpg,PT2H39M40S,"🔴 ON AIR 2023 제44회 청룡영화상 생중계 
일시: 2023년 11월  24일(금) 오후 8시 30분

2023 The 44rd Blue Dragon Film Awards (Live Stream)
DATE: 24 Nov 2023 (Fri) 20:30pm (KST)
Link: https://www.blueaward.co.kr/awards/index.php


#2023청룡영화상 #청룡영화제 #StudioK",청룡 영화상 신인 나무상 홍사빈 씨는 신인 여우상을 수상했다.
23,명탐정 고난 파국으로 치닫는 불청객들,끼발산,https://www.youtube.com/watch?v=-2Z54YCQdPQ,https://www.youtube.com/channel/UCmhyY5A1fH6JLGCrGOUYQCg,229477,12351,https://img.youtube.com/vi/-2Z54YCQdPQ/hqdefault.jpg,PT57S,#끼발산  #명탐정고난 #코미디 #웃긴영상 #shorts,탐정님 도와주세요 딸이 납치 됐는데 4천만 원을 준비하지 않으면 다시에 다 납치 사건이고 딸 인상 차기가 어떻게 되는지 잘 모르겠어요 딸이 없는데 어떻게 납치가 되는지 무서운 거 같아요 탐정님 도와주세요
24,"진짜로 모여버린 강약약약 파김치갱.. ""확 담가버릴까요?"" (feat. 빠니보틀, 곽튜브, 키드밀리) [라면꼰대5] EP.04",the BOB studio | 더 밥 스튜디오,https://www.youtube.com/watch?v=LJrI1BAEZKw,https://www.youtube.com/channel/UCgiO7Kxib0SZEG0DoeuBkdQ,669582,10337,https://img.youtube.com/vi/LJrI1BAEZKw/hqdefault.jpg,PT38M52S,"문제: bts 블랙핑크 파김치갱 let's go 에서 빠져야 할 것은?
정답: let's go

파김치갱..출범과 동시에 월클 라인으로⁉
신생 맛집(?) 갱 출범식에 오신 여러분을 환영합니다..


[라면꼰대 시즌5]
📌 더 다채로운 라면의 숨결을 찾아서...
📌 매주 (화) 오후 6시 공개

00:00 진짜로 모여버린 파김치갱
01:59 예상을 벗어난 크루원들의 등장 
05:28 기정사실화 되어있던 소속감
11:23 감투 욕심
17:46 무기 증정식
22:11 갱스럽게 거리를 누비며 클럽으로
25:02 어디 김치 한번 담가봐?!
31:28 어디라도 진출하는 파김치갱
34:50 네가 행복하다면 됐어..
38:18 적진을 기습하고 훈련받는 파김치갱!

🥘 본 영상은 두찜의 유료 광고를 포함하고 있습니다 🥘

더밥스튜디오 구독하기 👉 @thebobstudioofficial  
#THEBOB #더밥스튜디오 #라면꼰대 #라면꼰대5",파김치 갱은 조직의 위계질서가 중요하기 때문에 초대 회장은 제가 가기로 했다.
23,SNL4 | 실수가 만든 절묘한 오해ㅋㅋ,예능엑기스,https://www.youtube.com/watch?v=o8BFBq4iUZE,https://www.youtube.com/channel/UCW6pZvZ2ii67XsQHNrPlDPQ,575745,8152,https://img.youtube.com/vi/o8BFBq4iUZE/hqdefault.jpg,PT58S,#snl코리아 #신동엽 #다니엘헤니,동협 시거 대머리야 누가 내 정보를 넘는 거냐고 확실하지 않은 사람한테는 돈을 보여주지 않아 돈 보기 전엔 절대 내 물건 안 보여줘 동협 시거 대머리야 누가 내 정보를 넘는 거냐고 도발을 해 보자 도발을 해 보자 도발을 해 보자 도발을 해 보자 도발 도
23,아내의 속마음 #유머#shorts #웃긴동영상 #웃긴,웃썰튜브,https://www.youtube.com/watch?v=Iyken2YzGPE,https://www.youtube.com/channel/UCCNPkAP6-Yts1aU0IT_FMoQ,201468,5130,https://img.youtube.com/vi/Iyken2YzGPE/hqdefault.jpg,PT1M,"#shorts #사연 #썰 #사연라디오
#재미 #재미있는 #이야기 
 #웃긴영상 #웃긴동영상 #웃긴
#사연읽어주는여자 
#유머",남편이 병원을 찾아가 아내는 부부 관계를 너무 좋아해서 어떻게 해야 하냐고 묻자 의사는 돈을 받으면 요구도 적어질 것이라고 말했다 
24,쿨한 보조개 그녀의 춤 신청 | 지루박도 가뿐한 송해,숑츠,https://www.youtube.com/watch?v=mitsttavYMs,https://www.youtube.com/channel/UCE1i1vvp21dIagaHWiWvHbQ,533200,3125,https://img.youtube.com/vi/mitsttavYMs/hqdefault.jpg,PT57S,"#송해 #전국노래자랑 #안산



출처 :  KBS 전국노래자랑 

※ 비방, 공격성 댓글은 자동삭제될 수 있습니다",송혜 선생님과 지루박 한번 더 부탁드릴게요 송혜 선생님과 지루박 한번 더 부탁드릴게요 송혜 선생님과 지루박 한번 더 부탁드릴게요 송혜 선생님과 지루박 한번 더 부탁드릴게요 
1,"신작 ‘서울의 봄’, 극찬이 쏟아졌다! (출연배우 김의성)",[팟빵] 매불쇼,https://www.youtube.com/watch?v=8k4OaNANMW0,https://www.youtube.com/channel/UCMYhq9OyGI5UEz_NTAoHY7A,715044,23831,https://img.youtube.com/vi/8k4OaNANMW0/hqdefault.jpg,PT1H2M12S,"#최욱 #영화 #서울의봄 #매불쇼 #김의성

- 시네마 지옥 : 김의성 X 전찬일 X 라이너 X 거의없다
----------------------------------------------------------------
광고 문의 : ad@podbbang.com / 02-6903-9392
출연, 사연 등 기타 문의 : mbshow@podbbang.com
또는 인스타그램 @maebulshow 메시지 주세요 :)",영화 제 공화국은 역사적 사실을 그대로 진행하기 때문에 변화가 있거나 하지 않고 그대로 흘러간다 그리고 영화를 보면서 우리가 생각했던 것과 다르게 생각이 들었다 이런 생각이 든다 이런 생각이 든다
