Category,Title,Channel,Video Link,Channel Link,Views,Likes,Thumbnail,Duration,Description,Summary
22,처음 산 노트북이 맥북이면 생기는 일..[말랑한하루],유말랑,https://www.youtube.com/watch?v=z0g-oBMnAuc,https://www.youtube.com/channel/UC-s21Bxx_lPkIXh04nZqQqg,536556,19108,https://img.youtube.com/vi/z0g-oBMnAuc/hqdefault.jpg,PT40S,#애플 #맥북 #shorts,"기계 치에서 평생 노트북을 안 사다가 첫 노트북이 맥북이 된 사람이 있는데 어렵기로 소문난 맥북과 친구가 될 수 있을까요 장고가 10 4,900 원과 함께 도착한 맥북 전 인상은 아름답다와 무겁다였다 무겁다 아름답다"
22,집에서 와이프 몰래 게임하는 방법,어른왕자연구소,https://www.youtube.com/watch?v=QavjkMBYFr0,https://www.youtube.com/channel/UCc4cLwPVVn7i_lc2VQHDeYg,3953392,47233,https://img.youtube.com/vi/QavjkMBYFr0/hqdefault.jpg,PT48S,#내돈내산 #제품리뷰 #병맛리뷰 #hdmi 분배기 #hdmi #hdmisplitter #hdmiswitcher #플스4 #레드데드리뎀션2,알리에서 발견한 알리에서 발견한 제품은 HDMI 신호를 버튼 하나로 바꿔 준다고 한다 플스를 켜주고 레드데드 리뎀션을 켜주면 컴퓨터 모니터로 게임을 할 수 있다 
26,주머니에 넣고 다닐 수 있는 키보드가있다? #내돈내산 #게이밍키보드 #실리콘,리뷰하는 회사원,https://www.youtube.com/watch?v=s8hptzbB5L0,https://www.youtube.com/channel/UCGtY9qyrQqqPlkNqAwccjNQ,701743,20492,https://img.youtube.com/vi/s8hptzbB5L0/hqdefault.jpg,PT58S,"#shorts #컴퓨터 #컴퓨터용품

회사에서 리뷰하는 사람은 처음이지?

🎵Music provided by 브금대통령
🎵Track : Vinyl records - https://youtu.be/qZUHbjCg4nA

🎵Music provided by 브금대통령
🎵Track : Reopening - https://www.youtube.com/watch?v=7ZoMlr7wl-Y",실리콘 키보드 덕분에 삶의 질이 올라간 거 같아 너무 기쁘며 실리콘 키보드 덕분에 삶의 질이 올라간 거 같아 너무 기쁘다고 말했다.
22,애플 출신 직원들이 만든 스마트폰 대체품,우왕좌왕,https://www.youtube.com/watch?v=ih0RhCysTGY,https://www.youtube.com/channel/UCJON8Px8I0WSWVBPgbg-0mQ,1130123,16574,https://img.youtube.com/vi/ih0RhCysTGY/hqdefault.jpg,PT56S,.,애플 디자이너들이 출시한 스마트폰 대체품인 메인은 화면이 없는 새로운 스마트 기계를 만들었다.
24,미스터 비스테가 선물한 아이폰 15프로 언박싱!!!!!!!!!!,흔한일상,https://www.youtube.com/watch?v=QqvQzUNY-eU,https://www.youtube.com/channel/UCy-NrXlV-_3ed0UKnKMbVmQ,146759,2614,https://img.youtube.com/vi/QqvQzUNY-eU/hqdefault.jpg,PT10M59S,"오늘도 재밌게 봐주셔서 감사합니당~ 따룽해용~~♡
-----------------------------------------
브금 정보

Kevin MacLeod의 Batty McFaddin - Silent Film Light에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200003
아티스트: http://incompetech.com/

Kevin MacLeod의 Doh De Oh에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100255
아티스트: http://incompetech.com/

Kevin MacLeod의 Merry Go - Silent Film Light에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100731
아티스트: http://incompetech.com/",미스터 비스 챌린지 1회 우승상품 아이폰은 카메라 기능이 있어 카메라 거리가 3배 줌 9배 준비되어 있다 아이폰 15% 언박싱 영상을 찍어 친구들에게 보답하고 싶다 생각했다 친구들에게 감사하다 말했다
28,엣지 없는 완전 평면 갤럭시S24 울트라 실물 유출 | 10년만에 엣지를 버린 갤럭시를 확인하세요.,B-NOTE 비노트 cause I am,https://www.youtube.com/watch?v=lAk1FxTTPxI,https://www.youtube.com/channel/UC1kH-VYlqReIIo5rYQ6IoEA,61334,708,https://img.youtube.com/vi/lAk1FxTTPxI/hqdefault.jpg,PT2M44S,"엣지가 없는 갤럭시S24 울트라의 모습이 공개됐습니다. 빨리 확인해보세요.

#갤럭시S24울트라 #디자인 #평면디스플레이 #엣지 #갤럭시s24",갤럭시 s24 울트라의 실물 모습이 유출됐는데 갤럭시 s24 울트라의 전면 프레임이 평평해지면서 깻잎통 디자인으로 바뀌었고 후면 카메라 디자인은 그대로지만 LED 플래시의 위치가 약간 아래로 옮겨졌다.
28,코딩 책 한 권만 읽으면 이렇게 됩니다,코딩애플,https://www.youtube.com/watch?v=th7n1rmlO4I,https://www.youtube.com/channel/UCSLrpBAzr-ROVGHQ5EmxnUg,97930,3156,https://img.youtube.com/vi/th7n1rmlO4I/hqdefault.jpg,PT5M27S,"OOP에서 정리정돈 잘하는 법을 알 수 있는 책입니다

코드짜는 법 https://codingapple.com
개별강의 10% 할인 쿠폰 : CP123 (맨날 바뀜 최신영상 참고)

0:00 인트로
0:14 1. 작명법
0:33 2. 함수
1:44 3. 주석
3:20 4. Class
3:52 5. Duplication
5:00 결론",코드에 주석을 달지 말라는 이유는 코드를 잘 짜는 경우에만 맞는 소리이기 때문에 코드를 잘 짜는 것보다 주석을 잘 쓰는 것이 훨씬 도움이 되기 때문이다 
19,"일본 ""여기""에서 아이폰 맥북 보이면 무조건 사세요",JM,https://www.youtube.com/watch?v=Bx42OrLiROE,https://www.youtube.com/channel/UCYAvG7-sBBztgDtwKil1RTQ,75703,1655,https://img.youtube.com/vi/Bx42OrLiROE/hqdefault.jpg,PT5M35S,"많이들 싸게 사가세용ㅎ

0:00 일본에서 애플 제품들을 사야 하는 이유
0:28 아이폰
1:23 맥북
2:03 중요한 두 가지 정보
2:20 입국 시 세금 문제
2:43 실제 구매처와 재고
4:46 결론",일본은 아이폰이 세계에서 미국 다음으로 두 번째로 저렴한 나라로 한국에 입국할 때 세금 문제와 재고 문제가 있다.
22,배송 오류로 아이폰 1억원치 받은 남자,조슈아매거진,https://www.youtube.com/watch?v=7T4BGG0_n58,https://www.youtube.com/channel/UC_TL4XPdPb0WnAudbMMS2_g,4300656,94162,https://img.youtube.com/vi/7T4BGG0_n58/hqdefault.jpg,PT37S,"애플의 배송 실수로 1억원치
""아이폰 프로 맥스 15"" 받은 남자

#shorts #쇼츠

For any video removal requests, please email joshuamagazine33@gmail.com 
and I’ll get back to you within 24 hours",애플의 실수로 아이폰 프 맥스를 1억 원치 받은 남자는 아이폰 프 맥스 대만 주문했지만 아이폰 스무개가 들어 있는 상자 세 개를 받았다고 한다 정확한 언니는 모르지만 애플 직원의 배송 오류가 아닐까 가정하고 있다
24,생각보다 운전자들이 많이 모르는 기능,웃음충전소,https://www.youtube.com/watch?v=HWHR46RUJCQ,https://www.youtube.com/channel/UC9C54LKW5r6mHFnLQksJxkQ,1194854,38420,https://img.youtube.com/vi/HWHR46RUJCQ/hqdefault.jpg,PT39S,.,열선을 작동시킬 수 있는 버튼은 버튼을 누르면 뒷유리 열선만 작동되는 것이 아니라 동시에 사이드 미러 열선까지 작동되게 만들어져 있어 열선을 작동할 수 있다.
26,1118토요일-7500F 에 크라켄을 ? /나한테 따지지 말고 리사수님한테 /컴은 반드시 고장이 납니다 /화가 많은 조군 /군용 건빵 맛있어 ( ・・)つ-●●●,허수아비,https://www.youtube.com/watch?v=ZVJkTqwyKNI,https://www.youtube.com/channel/UCyoqIWgyiQmxYiNP_l7KlyQ,35453,748,https://img.youtube.com/vi/ZVJkTqwyKNI/hqdefault.jpg,PT22M4S,"00:00 수능이 끝난 토요일
00:35 지하에 물건 있어요 (ﾉ´з｀)ノ
02:04 7500F 에 크라켄 수냉은 단다고
03:35 블루스크린의 원인이 보드?
04:33 케이블 많이 쓰는건 반칙이지 
06:53 24년도에 2개 점을 오픈하겠습니다
07:22 저희가 팔아도 고장 납니다
07:52 노트북으로 3년버틴 루미온 사용자
10:00 사장 괴롭히는 직원
10:37 조군 왜 그리 화가 났어
11:34 군용 야채건빵 ( ・・)つ-●●●
12:37 상암동 시절에 팔았던 컴 AS
13:02 서울 사람이 되는 방법
14:00 이 견적 이상한가
14:29 리사수사장한테 따져 (҂ `з´ )
15:44 사랑은 변하는거야
17:52 4년전 구매한 컴 AS
18:04 사장한테 게기는 직원이 있다 
19:39 토요일에 출근시키는 사장
20:34 명륜진사 갈비 ( ˘▽˘)っ♨
20:48 옮기자

#심심할때보는영상 #컴퓨터가게는 #어떤일을하나요",컴퓨터 수리를 할 때 램 용량이 중요한 것은 맞지만 4천으로 풀 뱅크를 가게 되면 문제가 생기기 때문에 예산하이마트 두 개를 오픈하려고 생각하고 있다 컴퓨터 수리 잘하는 사람은 돈을 적게 쓴다 한다 <extra_id_23> 
28,더이상 리뷰 못하겠습니다 (청량케이스 마지막 언박싱),궁금하기 CuriousHagi,https://www.youtube.com/watch?v=_PPNW3Ygs-w,https://www.youtube.com/channel/UCfbE1fohF465CnP5NtN6fXg,99136,2817,https://img.youtube.com/vi/_PPNW3Ygs-w/hqdefault.jpg,PT11M50S,"이것은 슬픈 사랑이야기(●●● 3/3)

👉 궁금하기 언박싱 저장소
https://cafe.naver.com/curioushagi

👉 인스타그램
https://instagram.com/curioushagi?igshid=MWQ2ODkyMjM=

👉 궁금하기 후원하기
https://www.youtube.com/channel/UCfbE1fohF465CnP5NtN6fXg/join

👉 궁금하기 애플워치 가죽 스트랩
https://smartstore.naver.com/curioushagi

👉 광고 문의
curioushagi@gmail.com

00:00 기나긴 인연
01:30 청량 맥세이프 케이스
06:30 카메라 강화유리
07:14 청량 글라스
10:41 결론",청량 케이스는 일체감이 우수하지만 하단 자력이 조금 아쉬운 제품으로 다른 브랜드의 단점을 반영해 개선 해 주었고 강화유리가 아닌 다른 제품을 부착하고 다른 브랜드 케이스들이 호환되지 않는다는 결론을 도출했다.
20,형 나 키보드 샀어,악동 김블루,https://www.youtube.com/watch?v=Wug5lMbrwCs,https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ,1701213,35959,https://img.youtube.com/vi/Wug5lMbrwCs/hqdefault.jpg,PT30S,"》김블루 VIP멤버쉽 가입하기!! :  https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join
》김블루 시청자 디코 공지방!! : https://discord.gg/z9pY7PJ
》김블루 인스타 : https://www.instagram.com/kimblue_37/?hl=ko
》트위치 바로가기: https://www.twitch.tv/rainblue37
》김블루 팬카페!! : https://cafe.naver.com/bloodang
★지금 구독하기와 좋아요버튼을 꾹 눌러달라구!!★
》제가 직접 3년째 사용 중인 컴퓨터 오버시스템 링크 - https://oversystem.co.kr/
사장님이 너무나 착하십니다 김블루 보고 왔다고 적어주세요! 

문의 & 스폰 문의 - kimblue@googlegroups.com

-------------------------------------------------------------------------------------

음원 - JWVID , 유튜브 라이브러리, 퍽픽, NCS
Kevin MacLeod의 음원은(는) Creative Commons Attribution 라이선스에 따라 라이선스가 부여됩니다.
출처: https://soundcloud.com/kevin-9-1
아티스트: http://incompetech.com/",포카리 스웨트 키보드를 샀네 케이블이 비싸 보이는데 초 전도체 자리에서 쓸 거 같은 케이블이 뭐냐 초 전도체 자리에서 쓸 거 같은 케이블은 뭐냐 케이블이 비싸 보인다 케이블이 비싸 보인다 케이블이 비싸 보인다
28,포터블 외장 SSD 추천? 궁금해서 직접 테스트해봤습니다🔨,뻘짓연구소,https://www.youtube.com/watch?v=stt_kd1bPDA,https://www.youtube.com/channel/UCMYJw-gH6-_LNQzhqfYgDbg,64178,1764,https://img.youtube.com/vi/stt_kd1bPDA/hqdefault.jpg,PT10M58S,"외장 하드는 이제 옛말이죠. 지금은 포터블 SSD가 주류가 되었는데요. 유일한 단점으로는 에러 발생시 복구가 어렵다? 정도고, 이외 빠른 속도, 가벼운 무게 등 모든 점에서 우위에 있다고 할 수 있겠습니다. 저 또한 외장 SSD를 작업, 게임 용으로 많이 사용하는데요. 어떤 제품으로 깔맞춤을 할지 알아보기 위해서 예전에 속도, 더티 테스트 했었던 자료를 공개합니다. 아, 수명이나 인식 문제가 걱정되시면 되도록 유명 브랜드 제품을 구매하시는걸 추천드려요.



▪ Models
- 삼성전자 T7 Shield
- 삼성전자 T9
- SK하이닉스 Beetle X31
- WD Black D30


▪ Chapter
00:00​​​​ 외장 SSD 3종 테스트!
00:41 하이닉스 X31
03:45 삼성 T7 쉴드
06:07 WD D30
09:56 총정리
10:19 번외: 삼성 T9


▪ Tag
#삼성T7 #삼성T9 #하이닉스X31


▪ 뻘짓연구소
E-MAIL : jay@bullslab.com
INSTAGRAM : https://www.instagram.com/BullsLab​​​​

영상 내의 정보 등은 쉬운 이해를 위한 비전문 용어 사용 및 시청 흐름을 위한 생략 · 편집된 부분이 있을 수 있으니 참고 부탁드립니다. 오류 혹은 시청하는데 참고해야 할 사항은 고정 댓글에 기재하고 있습니다.",외장 포터블 SSD 시장이 커지고 있는데 삼성 t7 실드는 성능 쪽으로 준수한 편이고 WD 블랙 d30은 디자인이 마음에 든다 내부는 이렇게 생겼다 플라스틱 케이스는 내부에 붙어 있다 이렇게 생겼다 이렇게 생겼다 한다 
28,"와, 이번 신기능 너무 유용한데요? 애플의 새로운 고성능 원격 제어 기능 쓰는 방법",방구석 리뷰룸,https://www.youtube.com/watch?v=24hC8kREarU,https://www.youtube.com/channel/UCZTjbqrV3s1zIWfEqliBhYA,48832,764,https://img.youtube.com/vi/24hC8kREarU/hqdefault.jpg,PT12M17S,"애플의 차세대 macOS인 Sonoma에 추가된 여러 기능중에 
알고보면 너무 좋은 기능이 있습니다! 바로
고성능 화면 공유 제어 기능인데요. 애플 실리콘 맥 사용자끼리 
저지연, 초고화질의 원격 화면 제어 및 공유가 가능한 기능입니다.
사용방법이 굉장히 쉬워서 맥북이나 맥 미니, 맥 스튜디오로 작업하는
공간에서 협업할 때 특히 유용할 것 같습니다.
이외에도 멀리 떨어진 사람과의 상황에서도 접속이 가능합니다.
영상을 통해서 자세히 알아보세요.

00:00 재미 포인트 및 도입부
00:30 새로운 고성능 화면 공유 제어 소개 및 설정
03:23 고성능 모드 특징과 로컬에서 사용하기
07:25 페이스타임 발표자 모드와 화면공유
08:23 해외 사용자와의 원격 접속
09:54 원격 클립보드와 파일 전송



#애플 #맥북 #macOS",맥오 소노마 기능은 4K HDR 그리고 크로마 서브 샘플링 444 지원과 HDR 참조 보기 기능이 들어 있어 영상이나 사진 작업에 모니터링을 할 수 있다 원격 작업이 가능하다 장점은 화질이 깨끗하다 이다.
28,초초 강추 기계식키보드!!! 이건진짜 좋다...,프리제이 - 1분추천 불꽃러쉬 TV,https://www.youtube.com/watch?v=Lyq8Z-GCmoI,https://www.youtube.com/channel/UC1fDnkN58T3H4vbDntZk4Jw,2412248,52605,https://img.youtube.com/vi/Lyq8Z-GCmoI/hqdefault.jpg,PT1M,"요거 진짜 쓸만하다 너무 마음에 듬

✔️제품정보 및 최저가구매는 채널 프로필에 링크 확인😀
✔️제품번호 025번 검색하면 빠릅니다 ㅎ📱

✔️협업문의는 이쪽
    freejey00@gmail.com
   
#8bitdo #기계식키보드 #8bitdo키보드

✔️무지성악플, 욕설, 비방, 광고억측댓글
    경고 없이 삭제조치",레트로 감성 꽉찬 디자인의 카일 백축 스위치 pvt 키캡 체용 키감도 좋고 모드 설정과 볼륨은 노브로 돼 있고 돌리는 느낌도 상당히 좋다 
28,이것이 249만원 명품 갤럭시..?👀 갤럭시Z플립5 X 메종 마르지엘라 에디션 언박싱!,주연 ZUYONI,https://www.youtube.com/watch?v=7tq6oH2MuuU,https://www.youtube.com/channel/UCB11SAf7WSN4GrCquKoOHrw,90350,1616,https://img.youtube.com/vi/7tq6oH2MuuU/hqdefault.jpg,PT12M57S,"🤍인스타그램: https://www.instagram.com/zuyoni/

00:00 오프닝
01:03 언박싱
04:50 전원 ON
07:24 두번째 층
11:02 세번째 층
12:19 마무리

📌주연의 두번째 채널 보러가기:  https://youtube.com/channel/UC1YU436hXVXna8YuqQHCYKQ

💜엔딩곡: 주연(ZUYONI) - Baby Blue  https://lnk.to/zuyoni2022

✏️클래스101 수강신청 & 무료 강의 보러가기: https://class101.page.link/c2Ty



-제작: 주연, 희라 / 편집: 김동철
-비즈니스: springofjuyeon@sandboxnetwork.co.kr

-해당 영상은 영리 목적으로 사용하실 수 없습니다.
-비영리 목적으로 사용시에도 반드시 출처와 영상 링크 남겨주세요:)
.
.
-Tag: #갤럭시z플립5 #메종마르지엘라",갤럭시 지플립 5의 스페셜 에디션 내종 마르지엘라 에디션은 장인의 수납함을 모티브로 제작된 패키지로 스티치 디자인이 들어가 있다.
