title	embed_code	views	likes	upload_date	summary
GTOUR에서 대회중 알바트로스하고 냅다 그랜절하는 공태현프로!	https://www.youtube.com/embed/zrwNK_7BFQA	조회수 364,950회	0	2023-12-16	공 선수는 11번 홀 투온을 노렸고 공이 사라져서 옷 지나가나 라고 생각을 했는데 알바트로스는 생각도 못 했다네 공 선수도 늦게 맛있게 봤다 알바트로스 인도 깜짝 놀랐다 공 선수도 늦게 봤다
안정환도 감탄한 조원희 골!!⚽ #축구 [#Shorts]	https://www.youtube.com/embed/58FDMhSvxZU	조회수 196,435회	1,562	2023-12-18	자살 거는 스트라이크가 상대 골때 래도 못 느는 골 있고 전광판이 3대 2로 저희가 이기고 있었고 교체에 들어간 시간이 86분 4분 남았다.
찐자들의 혈관막히는 세기의 대결	https://www.youtube.com/embed/rq9z23hDZwQ	조회수 4,826,224회	18,853	2023-12-02	심판은 반칙성 무기를 바지 안에 숨겼나 싶어 양측 선수의 골 단지를 확인해 보지만 100% 살이다 경기가 시작되고 서로에게 집중하며 펀치를 다니는 두 남자 하지만 재수 없는 쪽 선수의 혈관이 막혀 경기가 중단될 가능성이 높다 
9년만에 돌아온 윤형빈 그 결과는..? (윤형빈 VS 쇼유 니키) [FULL FIGHT]	https://www.youtube.com/embed/0D-rEHRcgrQ	조회수 334,152회	1,963	2023-12-16	윤 선수는 수키의 연타에 허용이 되고 있어 2대 1 수유 니키의 승리로 판정 결과가 나왔다 윤 선수는 무대위로 kg 안으로 올라왔다 윤 선수는 한국팀과 노 팀 1대 1이다 많은 참석 부탁한다
날아오르는 아이쇼스피드	https://www.youtube.com/embed/G7qiIHd9aC0	조회수 858,557회	27,864	2023-12-14	스피드가 공연장에서 공연 중 점점 열기가 달아오르기 시작했고 공연 중에 정신을 잃고 자신이 하늘은 날 수 있다고 생각했던 스피드가 날아오르기 시작했다 
덤프트럭에 치이는 느낌이라는 수모 충돌 순간	https://www.youtube.com/embed/VS3D0NfLvD4	조회수 1,235,822회	11,772	2023-12-12	수모는 때리면 안 된다고 생각을 하는데 주먹으로 가격이나 로우킥 스피닝 킥은 안 되지만 뺨아리 후리고 다리 거는 건 가능하다 주먹으로 가격이나 로우킥 스피닝 킥은 안 되지만 뺨아리 후리고 다리 거는 건 가능하다
호날두에게 제대로 혼난 스피드 ㄷㄷ	https://www.youtube.com/embed/H7eXtlY9924	조회수 520,840회	20,400	2023-12-15	팬이 만든 호날두를 만난 스피드 애니메이션을 보는데 감격에 사진도 찍자 하는데 타투까지 보여준다 타투에 빡친 스피드 타투에 화가 난 호날두 갑자기 공을 만들어 버린다 충격에 빠진 스피드 개웃긴 해요 개웃긴 해요 개웃긴 해요 개웃긴 해요 개웃긴 해요 개웃긴 해요 개웃긴 해요 <extra_id_83> <extra_id_84> <extra_id_85>                                       
예사롭지 않은 핸드볼 수강생	https://www.youtube.com/embed/4Z1AL4iJPfw	조회수 4,317,310회	86,589	2023-12-07	오 이게 되게 잘 붙네 확실히 예 한 번 붙이면 한 번 더 붙일 수 있을 것 같다.
태권도 격파	https://www.youtube.com/embed/YPztCBw9__Q	조회수 904,534회	3,878	2023-12-08	태권도의 격파 공에는 무술 중에서 화려함의 끝판왕을 자랑하며 시작은 가슴 딛고 도약 앞차기 한층 더 높여 도약 뒤돌아차기 측전 뒤돌아 4단 격파 고약 5단 앞차기 뒤돌아 6단 격파 고약 5단 앞차기 뒤돌아 6단 격파 연속 격파 있다
길거리 농구 쌉고수	https://www.youtube.com/embed/8_awqlTjyZQ	조회수 2,848,065회	36,962	2023-12-04	길거리 농구가 한창일 때 한 남자가 가방을 메고 등장하더니 어처구니 없는 슛을 보여준다 이어 팀을 구해 경기에 들어가는데 갑자기 미친 실력을 보여주는 남자 지리는 페이크로 상대를 제쳐 레이업으로 순식간의 점수를 만든다
축구vs야구 최고의 스포츠는?? [유희관x박주호x조원희x이대형x감스트]	https://www.youtube.com/embed/addxXscqn5Y	조회수 401,581회	5,623	2023-12-16	축구와 야구는 결이 다르다고 생각하는데 축구는 활동적으로 많은 활동량을 바탕으로 하는 것이고 야구는 정적으로 하는 것이기 때문에 축구는 체력만 있으면 되고 야구는 기술이 있다.
손흥민 구타한 노팅엄선수 2명 초강력 징계 확정에 영국 전체가 발칵 / 손흥민 대반전 초대박난 상황	https://www.youtube.com/embed/0zu-6UIWJlk	조회수 492,115회	11,036	2023-12-17	영국 주요 매체들이 노팅엄의 깡패 축구와이 심판들의 심각한 오심을 지적하며 강력한 징계를 선포하자 영국 심판 협회와 영국 프리미어리그 ep 3국이 파격적인 결단을 내렸다 영국 축구 팬들에게 큰 충격을 주었다
AI 판정을 계속 지켜본 야구 심판의 진짜 반응 #shorts / KBS	https://www.youtube.com/embed/V_ta3WhWB4s	조회수 1,950,468회	8,465	2023-12-09	KBO n 자동 볼 스트라이크 판정 시스템 AI 심판을 도입해 볼판정 관련 갈등을 줄이기 위해 KBO n 자동 볼 스트라이크 판정 시스템 AI 심판을 도입한다 
박현성 UFC 데뷔전 KO 승리! 간 터트리기 리버 샷!	https://www.youtube.com/embed/Eon_jrR9ykQ	조회수 550,993회	7,836	2023-12-11	UFC 플라이급 플라이급 박현성 UFC 데뷔전 국내 m 팬들에게 엄청난 기대를 받고 있는 박현성 UFC 데뷔전 국내 m 팬들에게 엄청난 기대를 받고 있다.
[하이라이트] 한 명을 고를 수 없어 다 때려(?) 넣었습니다... 대승을 위한 몬스터즈의 총력전❄️ (vs 연천 미라클) | 최강야구 | JTBC 231218 방송	https://www.youtube.com/embed/_Gv2WLDGgI4	조회수 171,419회	1,628	2023-12-18	이 선수가 2대 1로 승리를 거두자 1번 타자 박 선수가 1루에서 아웃 되고 2번 타자 김 선수가 1루에서 아웃 된다 그리고 3번 타자 김 선수가 1루에서 아웃 된다 아 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다 좋다
아 테니스 쭤까치 치네(잘한다는 뜻)	https://www.youtube.com/embed/ahXwXu7KReQ	조회수 3,410,717회	36,270	2023-12-04	프리스타일 테니스계의 선구자라고 불리는 스테판 보는 퍼포먼스에 중점을 둔 프로 선수로 프로 경기에 규칙을 지킵니다 
야구 수비할때 필요한 연기력	https://www.youtube.com/embed/D5QYLP8dt2M	조회수 1,828,706회	9,704	2023-12-04	그레인키는 7회 선두 타자에게 안타를 허용하여 위기를 맛보 는데 다음 타석 타자가 친 직손 타구는 유격수 라미레지 클럽으로 빨려 들어가는데 공을 더듬거리며 떨어뜨리고 만다 공이 떨은 상황에 실책으로 부었고 경기를 중단시켰다 
경기당 몇십억? 정찬성이 은퇴 후회하는건 돈 때문이 아니었다	https://www.youtube.com/embed/6xRDaxRUmKo	조회수 661,636회	3,926	2023-12-09	정 씨는 싱가포르에서 마지막 경기를 명예롭게 마무리하며 공식적으로 운태 선언했지만 후회한다고 밝혀 모두를 놀라게 했다 
손흥민 뽑다가 김정은 뽑아버린 스피드💀💀	https://www.youtube.com/embed/gQVaxs1OBI8	조회수 723,839회	25,492	2023-12-14	스피드가 손흥민을 뽑고 싶어 하는데 갓 김재가 다시 한번 손흥민을 노리고 있다 갓 김재가 다시 한번 손흥민을 노리고 있다 갓 김재가 다시 한번 손흥민을 노리고 있다 갓 김재가 나왔다 다시 한번 손흥민을 노리고 있다 
